source_file,clip_file,clip_index,duration,pothole,gps_data
input_videos\GRMN0955.MP4,output_clips\GRMN0955_clip_004.mp4,4,10.017333,False,"[{'timestamp': datetime.datetime(2025, 4, 19, 1, 58, 17), 'latitude': 41.7478317953646, 'longitude': -88.15284320153341}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 58, 18), 'latitude': 41.7478364054114, 'longitude': -88.15260792151095}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 58, 19), 'latitude': 41.7478405125439, 'longitude': -88.15238161012535}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 58, 20), 'latitude': 41.7478447873145, 'longitude': -88.15215563401584}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 58, 21), 'latitude': 41.74784864299, 'longitude': -88.15194516442725}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 58, 22), 'latitude': 41.7478528339416, 'longitude': -88.15171969123185}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 58, 23), 'latitude': 41.7478559352458, 'longitude': -88.15151056274775}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 58, 24), 'latitude': 41.7478594556451, 'longitude': -88.1512944772844}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 58, 25), 'latitude': 41.7478628922254, 'longitude': -88.15108140930533}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 58, 26), 'latitude': 41.7478676699102, 'longitude': -88.15085291862493}]"
input_videos\GRMN0955.MP4,output_clips\GRMN0955_clip_005.mp4,5,10.01,False,"[{'timestamp': datetime.datetime(2025, 4, 19, 1, 58, 27), 'latitude': 41.747872363776, 'longitude': -88.15063423477115}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 58, 28), 'latitude': 41.7478766385466, 'longitude': -88.15041135996584}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 58, 29), 'latitude': 41.7478806618601, 'longitude': -88.15018186345742}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 58, 30), 'latitude': 41.7478833440691, 'longitude': -88.14994457177825}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 58, 31), 'latitude': 41.7478865291923, 'longitude': -88.14971029758455}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 58, 32), 'latitude': 41.7478903848678, 'longitude': -88.14947593957194}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 58, 33), 'latitude': 41.7478948272765, 'longitude': -88.14924711361535}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 58, 34), 'latitude': 41.7478998564184, 'longitude': -88.14900730736554}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 58, 34), 'latitude': 41.747904215008, 'longitude': -88.14879004843534}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 58, 36), 'latitude': 41.7479088250548, 'longitude': -88.14854378812025}]"
input_videos\GRMN0956.MP4,output_clips\GRMN0956_clip_000.mp4,0,10.028667,False,"[{'timestamp': datetime.datetime(2025, 4, 19, 1, 58, 37), 'latitude': 41.7479129321873, 'longitude': -88.14831295050685}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 58, 38), 'latitude': 41.7479166202247, 'longitude': -88.14806719310585}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 58, 39), 'latitude': 41.7479203082621, 'longitude': -88.14782604575164}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 58, 40), 'latitude': 41.7479239962995, 'longitude': -88.14758095890285}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 58, 41), 'latitude': 41.7479277681559, 'longitude': -88.14733930863444}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 58, 42), 'latitude': 41.7479324620217, 'longitude': -88.14707988873124}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 58, 43), 'latitude': 41.747938580811, 'longitude': -88.14682113938035}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 58, 44), 'latitude': 41.7479455377907, 'longitude': -88.14655233174565}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 58, 45), 'latitude': 41.747951824218, 'longitude': -88.14629064872865}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 58, 46), 'latitude': 41.7479566857219, 'longitude': -88.14601102843885}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 58, 46), 'latitude': 41.7479604575783, 'longitude': -88.14576225355275}]"
input_videos\GRMN0956.MP4,output_clips\GRMN0956_clip_001.mp4,1,10.024333,False,"[{'timestamp': datetime.datetime(2025, 4, 19, 1, 58, 48), 'latitude': 41.7479664087296, 'longitude': -88.14547366462655}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 58, 49), 'latitude': 41.7479731980711, 'longitude': -88.14521835185595}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 58, 50), 'latitude': 41.7479793168604, 'longitude': -88.14495507627734}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 58, 51), 'latitude': 41.7479845136404, 'longitude': -88.14470797777184}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 58, 52), 'latitude': 41.7479892913252, 'longitude': -88.14444889314474}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 58, 53), 'latitude': 41.7479937337339, 'longitude': -88.14420389011546}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 58, 54), 'latitude': 41.7479989305139, 'longitude': -88.14395369030545}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 58, 55), 'latitude': 41.7480037081987, 'longitude': -88.14371698535984}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 58, 56), 'latitude': 41.7480094078928, 'longitude': -88.14347701147244}]"
input_videos\GRMN0956.MP4,output_clips\GRMN0956_clip_002.mp4,2,10.019333,False,"[{'timestamp': datetime.datetime(2025, 4, 19, 1, 58, 57), 'latitude': 41.7480149399489, 'longitude': -88.14324466511614}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 58, 58), 'latitude': 41.7480206396431, 'longitude': -88.14300536178054}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 58, 59), 'latitude': 41.748025752604, 'longitude': -88.14276522025474}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59), 'latitude': 41.7480297759175, 'longitude': -88.14253195188944}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 1), 'latitude': 41.7480317037553, 'longitude': -88.14233514480294}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 2), 'latitude': 41.7480342183262, 'longitude': -88.14210858196024}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 3), 'latitude': 41.7480380740017, 'longitude': -88.14186399802574}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 4), 'latitude': 41.748044360429, 'longitude': -88.14161002635964}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 5), 'latitude': 41.7480519879609, 'longitude': -88.14136778935794}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 6), 'latitude': 41.7480583582073, 'longitude': -88.14112354069955}]"
input_videos\GRMN0956.MP4,output_clips\GRMN0956_clip_003.mp4,3,10.015333,False,"[{'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 7), 'latitude': 41.7480650637299, 'longitude': -88.14088038168855}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 8), 'latitude': 41.7480716016144, 'longitude': -88.14064082689585}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 9), 'latitude': 41.7480777204037, 'longitude': -88.14039272256247}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 10), 'latitude': 41.7480824142694, 'longitude': -88.14013347029695}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 11), 'latitude': 41.7480884492397, 'longitude': -88.13987296074635}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 12), 'latitude': 41.7480952385813, 'longitude': -88.13959862105555}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 13), 'latitude': 41.7481020279229, 'longitude': -88.13933777622886}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 14), 'latitude': 41.7481071408838, 'longitude': -88.13905932940546}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 15), 'latitude': 41.7481117509305, 'longitude': -88.13879370689395}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 16), 'latitude': 41.7481191270053, 'longitude': -88.13851391896615}]"
input_videos\GRMN0956.MP4,output_clips\GRMN0956_clip_004.mp4,4,10.010333,False,"[{'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 17), 'latitude': 41.7481254134327, 'longitude': -88.13823614269552}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 18), 'latitude': 41.748133962974, 'longitude': -88.13794713467365}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 19), 'latitude': 41.74813949503, 'longitude': -88.13767698593445}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 20), 'latitude': 41.7481442727149, 'longitude': -88.13739066012252}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 21), 'latitude': 41.7481497209519, 'longitude': -88.13712151721126}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 22), 'latitude': 41.7481555044651, 'longitude': -88.13684047199796}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 23), 'latitude': 41.7481609527022, 'longitude': -88.13657040707776}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 24), 'latitude': 41.7481673229486, 'longitude': -88.13628911040725}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 25), 'latitude': 41.7481727711856, 'longitude': -88.13602399080995}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 26), 'latitude': 41.7481785546988, 'longitude': -88.13575585372755}]"
input_videos\GRMN0956.MP4,output_clips\GRMN0956_clip_005.mp4,5,10.01,False,"[{'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 27), 'latitude': 41.7481839191169, 'longitude': -88.13549324870115}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 28), 'latitude': 41.7481885291636, 'longitude': -88.13523483462635}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 29), 'latitude': 41.7481938097626, 'longitude': -88.13498513773085}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 30), 'latitude': 41.7482009343803, 'longitude': -88.13472362235194}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 31), 'latitude': 41.748207975179, 'longitude': -88.13446302898235}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 32), 'latitude': 41.7482140101492, 'longitude': -88.13419749028985}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 33), 'latitude': 41.7482174467295, 'longitude': -88.13394402153794}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 34), 'latitude': 41.748221386224, 'longitude': -88.13368502072994}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 35), 'latitude': 41.7482263315469, 'longitude': -88.13344663940374}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 36), 'latitude': 41.7482321988791, 'longitude': -88.13319476321345}]"
input_videos\GRMN0957.MP4,output_clips\GRMN0957_clip_000.mp4,0,10.022333,False,"[{'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 37), 'latitude': 41.7482387367636, 'longitude': -88.13293601386255}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 38), 'latitude': 41.7482471186668, 'longitude': -88.13268438912935}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 39), 'latitude': 41.7482585180551, 'longitude': -88.13244307413746}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 40), 'latitude': 41.7482725996524, 'longitude': -88.13220427371564}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 41), 'latitude': 41.7482858430594, 'longitude': -88.13196421600884}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 42), 'latitude': 41.7482971586287, 'longitude': -88.13172239810234}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 42), 'latitude': 41.7483042832464, 'longitude': -88.13150606118144}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 44), 'latitude': 41.7483095638454, 'longitude': -88.13127027824524}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 45), 'latitude': 41.7483133357018, 'longitude': -88.13107808120554}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 46), 'latitude': 41.7483182810247, 'longitude': -88.13089971430634}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 46), 'latitude': 41.7483219690621, 'longitude': -88.13075386919083}]"
input_videos\GRMN0957.MP4,output_clips\GRMN0957_clip_001.mp4,1,10.017333,False,"[{'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 48), 'latitude': 41.7483253218234, 'longitude': -88.13061347231273}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 49), 'latitude': 41.7483275849372, 'longitude': -88.13050626777112}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 50), 'latitude': 41.7483291774988, 'longitude': -88.13041607849318}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 51), 'latitude': 41.7483300995082, 'longitude': -88.13035556115211}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 52), 'latitude': 41.7483313567936, 'longitude': -88.1303080357611}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 53), 'latitude': 41.748332194984, 'longitude': -88.13027760945268}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 54), 'latitude': 41.7483328655362, 'longitude': -88.1302495300775}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 55), 'latitude': 41.7483332008123, 'longitude': -88.13023569993673}, {'timestamp': datetime.datetime(2025, 4, 19, 1, 59, 56), 'latitude': 41.7483335360885, 'longitude': -88.13023251481351}]"
